pecha id,language,url
ID674E7D4,en,https://github.com/OpenPecha/ID674E7D4
I371D6177,de,https://github.com/OpenPecha/I371D6177
I4B2087BE,es,https://github.com/OpenPecha/I4B2087BE
I5C00A271,fr,https://github.com/OpenPecha/I5C00A271
I86975770,it,https://github.com/OpenPecha/I86975770
IEEC4E5A4,nl,https://github.com/OpenPecha/IEEC4E5A4
I545B23B1,zh,https://github.com/OpenPecha/I545B23B1
IA927DB15,bo,https://github.com/OpenPecha/IA927DB15
